acc,region_id,start,end,region_length,overlap_fraction,d2o_label,n_regions_in_protein,cluster
Q16595,DP00607r007,81,92,12,0.0,0,2,986
Q16595,DP00607r010,61,74,14,0.0,0,2,986
Q13573,DP00608r001,59,129,71,1.0,1,4,515
Q13573,DP00608r005,59,129,71,1.0,1,4,515
Q13573,DP00608r009,59,129,71,1.0,1,4,515
Q13573,DP00608r013,59,129,71,1.0,1,4,515
P30291,DP00611r004,436,455,20,0.0,0,1,398
P02788,DP00616r001,38,59,22,0.0,0,3,345
P02788,DP00616r003,38,59,22,0.0,0,3,345
P02788,DP00616r005,38,59,22,0.0,0,3,345
P60896,DP00617r003,26,36,11,0.0,0,2,1161
P60896,DP00617r004,1,51,51,0.0,0,2,1161
P00736,DP00621r001,193,305,113,1.0,1,2,349
P00736,DP00621r004,193,305,113,1.0,1,2,349
P35638,DP00624r001,1,168,168,0.0,0,4,1052
P35638,DP00624r004,1,168,168,0.0,0,4,1052
P35638,DP00624r007,1,120,120,0.0,0,4,1052
P35638,DP00624r008,1,168,168,0.0,0,4,1052
P15309,DP00628r001,248,286,39,1.0,1,1,748
O76070,DP00630r001,1,127,127,0.0,0,2,1086
O76070,DP00630r004,1,127,127,0.0,0,2,1086
Q09472,DP00633r001,401,566,166,0.0,0,5,21
Q09472,DP00633r002,1,1045,1045,0.0,0,5,21
Q09472,DP00633r003,1665,2414,750,0.0,0,5,21
Q09472,DP00633r004,1520,1581,62,1.0,1,5,21
Q09472,DP00633r005,1520,1581,62,1.0,1,5,21
P51671,DP00641r001,1,31,31,0.0,0,1,1149
P00441,DP00652r001,69,78,10,1.0,1,4,928
P00441,DP00652r003,127,142,16,1.0,1,4,928
P00441,DP00652r005,127,142,16,1.0,1,4,928
P00441,DP00652r006,69,78,10,1.0,1,4,928
P32004,DP00666r001,1144,1257,114,0.0,0,4,109
P32004,DP00666r004,1144,1257,114,0.0,0,4,109
P32004,DP00666r007,1144,1257,114,0.0,0,4,109
P32004,DP00666r010,1144,1257,114,0.0,0,4,109
Q29983,DP00670r003,175,184,10,0.0,0,2,752
Q29983,DP00670r004,175,184,10,0.0,0,2,752
Q92886,DP00672r001,90,150,61,0.0,0,2,937
Q92886,DP00672r005,90,150,61,0.0,0,2,937
P11171,DP00678r001,800,864,65,0.0,0,2,237
P11171,DP00678r004,800,864,65,0.0,0,2,237
Q99801,DP00683r003,1,113,113,0.0,0,1,946
Q8N488,DP00694r001,1,228,228,1.0,1,3,955
Q8N488,DP00694r005,1,228,228,1.0,1,3,955
Q8N488,DP00694r009,145,179,35,1.0,1,3,955
Q9Y258,DP00696r002,84,94,11,0.0,0,1,1150
P46937,DP00702r001,101,171,71,0.0,0,2,562
P46937,DP00702r008,50,171,122,0.0,0,2,562
P24522,DP00704r001,1,16,16,0.0,0,4,1056
P24522,DP00704r002,1,16,16,0.0,0,4,1056
P24522,DP00704r003,105,118,14,0.0,0,4,1056
P24522,DP00704r006,105,118,14,0.0,0,4,1056
Q15517,DP00706r001,60,171,112,0.0,0,1,521
Q9UER7,DP00707r001,347,420,74,0.0,0,6,322
Q9UER7,DP00707r002,495,740,246,0.0,0,6,322
Q9UER7,DP00707r005,566,739,174,0.0,0,6,322
Q9UER7,DP00707r006,161,243,83,0.0,0,6,322
Q9UER7,DP00707r007,435,486,52,0.0,0,6,322
Q9UER7,DP00707r008,1,50,50,0.0,0,6,322
Q9Y3M2,DP00709r001,1,63,63,0.0,0,7,1108
Q9Y3M2,DP00709r006,1,63,63,0.0,0,7,1108
Q9Y3M2,DP00709r021,102,126,25,0.0,0,7,1108
Q9Y3M2,DP00709r024,102,126,25,0.0,0,7,1108
Q9Y3M2,DP00709r027,102,126,25,0.0,0,7,1108
Q9Y3M2,DP00709r030,1,63,63,0.0,0,7,1108
Q9Y3M2,DP00709r033,1,66,66,0.0,0,7,1108
Q9UGL1,DP00712r001,115,129,15,0.0,0,12,53
Q9UGL1,DP00712r005,188,199,12,0.0,0,12,53
Q9UGL1,DP00712r007,1,27,27,0.0,0,12,53
Q9UGL1,DP00712r008,198,311,114,0.0,0,12,53
Q9UGL1,DP00712r009,339,375,37,0.0,0,12,53
Q9UGL1,DP00712r010,430,453,24,0.0,0,12,53
Q9UGL1,DP00712r011,441,453,13,0.0,0,12,53
Q9UGL1,DP00712r012,469,481,13,0.0,0,12,53
Q9UGL1,DP00712r013,543,554,12,0.0,0,12,53
Q9UGL1,DP00712r015,1078,1125,48,0.0,0,12,53
Q9UGL1,DP00712r016,1271,1344,74,0.0,0,12,53
Q9UGL1,DP00712r017,1376,1450,75,0.0,0,12,53
P02545,DP00716r002,567,664,98,0.0,0,1,382
P37231,DP00718r001,9,111,103,0.0,0,16,560
P37231,DP00718r004,9,111,103,0.0,0,16,560
P37231,DP00718r007,9,111,103,0.0,0,16,560
P37231,DP00718r010,9,111,103,0.0,0,16,560
P37231,DP00718r013,112,174,63,1.0,1,16,560
P37231,DP00718r017,112,174,63,1.0,1,16,560
P37231,DP00718r021,175,211,37,0.0,0,16,560
P37231,DP00718r024,175,211,37,0.0,0,16,560
P37231,DP00718r027,238,278,41,0.0,0,16,560
P37231,DP00718r030,238,278,41,0.0,0,16,560
P37231,DP00718r033,279,298,20,1.0,1,16,560
P37231,DP00718r036,279,298,20,1.0,1,16,560
P37231,DP00718r039,443,452,10,0.0,0,16,560
P37231,DP00718r043,443,452,10,0.0,0,16,560
P37231,DP00718r047,453,477,25,0.0,0,16,560
P37231,DP00718r050,453,477,25,0.0,0,16,560
Q13569,DP00719r001,1,50,50,0.0,0,3,717
Q13569,DP00719r003,51,111,61,1.0,1,3,717
Q13569,DP00719r007,340,410,71,0.0,0,3,717
Q9UKV8,DP00736r001,1,22,22,0.0,0,6,245
Q9UKV8,DP00736r003,818,838,21,0.0,0,6,245
Q9UKV8,DP00736r005,820,837,18,0.0,0,6,245
Q9UKV8,DP00736r006,1,22,22,0.0,0,6,245
Q9UKV8,DP00736r007,1,21,21,0.0,0,6,245
Q9UKV8,DP00736r008,822,835,14,0.0,0,6,245
P01160,DP00747r001,56,123,68,0.0,0,4,1071
P01160,DP00747r004,56,123,68,0.0,0,4,1071
P01160,DP00747r008,56,123,68,0.0,0,4,1071
P01160,DP00747r011,56,123,68,0.0,0,4,1071
P46108,DP00748r003,192,223,32,0.0,0,3,850
P46108,DP00748r009,238,293,56,0.0,0,3,850
Q9BSY4,DP00757r001,94,109,16,0.0,0,1,1129
O00585,DP00765r002,94,134,41,0.0,0,1,1093
P15311,DP00775r001,130,150,21,0.0,0,5,460
P15311,DP00775r004,506,586,81,0.0,0,5,460
P15311,DP00775r007,298,515,218,0.0,0,5,460
P15311,DP00775r008,298,515,218,0.0,0,5,460
P15311,DP00775r009,298,515,218,0.0,0,5,460
P05387,DP00793r001,63,115,53,0.0,0,2,1120
P05387,DP00793r002,102,115,14,0.0,0,2,1120
P50616,DP00794r001,116,138,23,0.0,0,4,801
P50616,DP00794r002,147,285,139,0.0,0,4,801
P50616,DP00794r003,147,345,199,0.0,0,4,801
P50616,DP00794r004,117,345,229,0.0,0,4,801
P15382,DP00796r001,107,129,23,0.0,0,3,1101
P15382,DP00796r003,24,45,22,0.0,0,3,1101
P15382,DP00796r005,72,91,20,0.0,0,3,1101
O15273,DP00797r001,91,167,77,0.0,0,2,1054
O15273,DP00797r003,91,167,77,0.0,0,2,1054
P41236,DP00816r001,9,164,156,1.0,1,2,998
P41236,DP00816r005,9,164,156,1.0,1,2,998
Q16186,DP00839r001,1,21,21,0.0,0,4,721
Q16186,DP00839r002,132,252,121,0.0,0,4,721
Q16186,DP00839r004,386,407,22,0.0,0,4,721
Q16186,DP00839r005,253,285,33,0.0,0,4,721
O14733,DP00841r001,30,100,71,0.0,0,1,691
O60888,DP00846r001,45,60,16,0.0,0,2,1037
O60888,DP00846r002,170,179,10,0.0,0,2,1037
Q9BQ15,DP00864r001,28,37,10,0.0,0,4,984
Q9BQ15,DP00864r002,71,81,11,0.0,0,4,984
Q9BQ15,DP00864r004,110,211,102,0.0,0,4,984
Q9BQ15,DP00864r005,122,211,90,0.0,0,4,984
Q6P3W2,DP00865r001,1,10,10,0.0,0,2,1073
Q6P3W2,DP00865r002,77,92,16,0.0,0,2,1073
Q9H981,DP00873r001,401,507,107,0.0,0,1,416
P21246,DP00887r003,32,46,15,0.0,0,4,1053
P21246,DP00887r004,140,168,29,0.0,0,4,1053
P21246,DP00887r005,84,95,12,0.0,0,4,1053
P21246,DP00887r014,144,168,25,0.0,0,4,1053
P08240,DP00893r004,130,176,47,0.0,0,3,406
P08240,DP00893r007,131,176,46,0.0,0,3,406
P08240,DP00893r014,130,238,109,0.0,0,3,406
O75496,DP00901r001,70,91,22,0.0,0,1,987
P47813,DP00903r001,1,25,25,0.0,0,3,1081
P47813,DP00903r002,119,144,26,0.0,0,3,1081
P47813,DP00903r003,1,27,27,0.0,0,3,1081
Q9HB71,DP00907r001,48,80,33,1.0,1,1,956
P41567,DP00910r001,1,28,28,0.0,0,1,1123
Q8N4Q1,DP00912r001,107,142,36,0.0,0,1,1084
P21583,DP00917r001,92,103,12,0.0,0,2,890
P21583,DP00917r003,127,141,15,0.0,0,2,890
Q9BQB4,DP00926r001,25,79,55,0.0,0,3,979
Q9BQB4,DP00926r002,169,213,45,0.0,0,3,979
Q9BQB4,DP00926r003,110,133,24,0.0,0,3,979
P80723,DP00930r001,1,227,227,0.0,0,4,957
P80723,DP00930r007,1,67,67,0.0,0,4,957
P80723,DP00930r009,1,60,60,0.0,0,4,957
P80723,DP00930r010,1,227,227,0.0,0,4,957
P61925,DP00934r009,14,33,20,0.0,0,2,1159
P61925,DP00934r010,44,76,33,0.0,0,2,1159
Q12972,DP00937r001,144,225,82,0.0,0,2,794
Q12972,DP00937r004,185,198,14,0.0,0,2,794
Q93009,DP00941r003,54,64,11,0.0,0,5,141
Q93009,DP00941r004,174,187,14,1.0,1,5,141
Q93009,DP00941r005,105,114,10,0.0,0,5,141
Q93009,DP00941r007,500,509,10,0.0,0,5,141
Q93009,DP00941r008,1084,1102,19,0.0,0,5,141
Q9HAU5,DP00949r001,1105,1129,25,1.0,1,10,105
Q9HAU5,DP00949r005,1167,1207,41,1.0,1,10,105
Q9HAU5,DP00949r009,1130,1166,37,0.0,0,10,105
Q9HAU5,DP00949r012,430,486,57,0.0,0,10,105
Q9HAU5,DP00949r013,481,536,56,0.0,0,10,105
Q9HAU5,DP00949r014,1025,1078,54,0.0,0,10,105
Q9HAU5,DP00949r015,757,767,11,0.0,0,10,105
Q9HAU5,DP00949r018,1207,1227,21,0.047619047619047616,0,10,105
Q9HAU5,DP00949r022,1015,1054,40,0.0,0,10,105
Q9HAU5,DP00949r023,1105,1207,103,0.39805825242718446,0,10,105
P17677,DP00951r001,1,238,238,0.0,0,4,935
P17677,DP00951r002,1,238,238,0.0,0,4,935
P17677,DP00951r003,1,238,238,0.0,0,4,935
P17677,DP00951r004,1,238,238,0.0,0,4,935
Q9H832,DP00953r001,1,99,99,0.0,0,2,790
Q9H832,DP00953r003,327,354,28,0.0,0,2,790
O15169,DP00959r001,295,500,206,0.0,0,4,239
O15169,DP00959r003,295,500,206,0.0,0,4,239
O15169,DP00959r005,295,500,206,0.0,0,4,239
O15169,DP00959r007,295,500,206,0.0,0,4,239
P52630,DP00961r001,786,816,31,1.0,1,2,249
P52630,DP00961r004,817,838,22,0.0,0,2,249
P42224,DP00962r001,710,719,10,0.0,0,2,249
P42224,DP00962r002,720,750,31,1.0,1,2,249
Q02548,DP00969r001,1,30,30,0.4,0,3,643
Q02548,DP00969r009,76,92,17,1.0,1,3,643
Q02548,DP00969r014,1,18,18,0.0,0,3,643
P46108,DP00973r003,121,133,13,0.0,0,3,850
Q01101,DP01023r001,1,20,20,1.0,1,1,552
P27708,DP01024r009,1822,1846,25,0.0,0,1,27
Q76LA1,DP01054r001,1,67,67,0.0,0,1,1147
Q9Y6C2,DP01063r004,948,966,19,0.0,0,2,172
Q9Y6C2,DP01063r008,948,966,19,0.0,0,2,172
Q9NQI0,DP01065r004,1,236,236,0.0,0,2,338
Q9NQI0,DP01066r001,1,204,204,0.0,0,2,338
Q9UBB5,DP01068r001,238,356,119,0.0,0,1,714
P42568,DP01070r001,490,568,79,1.0,1,3,482
P42568,DP01070r008,490,568,79,1.0,1,3,482
P42568,DP01070r012,490,568,79,1.0,1,3,482
P61244,DP01097r013,84,151,68,0.0,0,4,1063
Q16222,DP01098r001,54,68,15,0.0,0,2,531
O00204,DP01099r001,1,10,10,0.0,0,3,775
O00204,DP01099r002,339,350,12,0.0,0,3,775
P10636,DP01100r001,1,441,441,0.0,0,8,306
P10636,DP01100r027,1,441,441,0.0,0,8,306
P10636,DP01100r035,1,441,441,0.0,0,8,306
P10636,DP01100r036,1,441,441,0.0,0,8,306
P10636,DP01100r037,1,441,441,0.0,0,8,306
P10636,DP01100r041,1,441,441,0.0,0,8,306
P10636,DP01100r042,1,441,441,0.0,0,8,306
P35637,DP01102r004,1,507,507,0.16962524654832348,0,4,454
P35637,DP01102r014,1,163,163,0.0,0,4,454
P35637,DP01102r028,2,36,35,0.0,0,4,454
P35637,DP01102r029,98,214,117,0.0,0,4,454
Q13698,DP01103r001,665,785,121,0.0,0,3,41
Q13698,DP01103r004,665,785,121,0.0,0,3,41
Q13698,DP01103r007,666,791,126,0.0,0,3,41
P46531,DP01104r001,1758,1888,131,0.0,0,1,17
P16471,DP01106r001,236,598,363,0.0,0,4,420
P16471,DP01106r005,236,598,363,0.0,0,4,420
P16471,DP01106r009,236,598,363,0.0,0,4,420
P16471,DP01106r013,236,396,161,0.0,0,4,420
Q13148,DP01108r001,266,414,149,1.0,1,4,708
Q13148,DP01108r005,267,414,148,1.0,1,4,708
Q13148,DP01108r013,263,414,152,1.0,1,4,708
Q13148,DP01108r014,263,414,152,1.0,1,4,708
P22626,DP01109r001,190,341,152,0.0,0,1,770
Q9UHD9,DP01110r003,450,576,127,0.0,0,1,417
Q13501,DP01111r001,341,386,46,0.0,0,2,659
Q13501,DP01111r003,341,386,46,0.0,0,2,659
P27986,DP01112r001,91,104,14,0.0,0,2,336
P27986,DP01112r003,91,104,14,0.0,0,2,336
P16333,DP01114r003,59,108,50,0.0,0,1,762
Q16236,DP01115r003,1,605,605,0.0,0,4,438
Q16236,DP01115r004,1,605,605,0.0,0,4,438
Q16236,DP01115r005,1,605,605,0.0,0,4,438
Q16236,DP01115r006,1,605,605,0.0,0,4,438
Q03164,DP01116r001,140,160,21,0.0,0,1,3
O60566,DP01117r001,20,42,23,0.0,0,1,156
Q12834,DP01118r001,81,164,84,0.0,0,2,572
Q12834,DP01118r002,477,499,23,0.0,0,2,572
P35222,DP01119r001,19,44,26,1.0,1,4,292
P35222,DP01119r002,692,781,90,0.1111111111111111,0,4,292
P35222,DP01119r003,687,781,95,0.10526315789473684,0,4,292
P35222,DP01119r004,1,137,137,0.1897810218978102,0,4,292
P24864,DP01120r001,360,373,14,0.0,0,1,715
P43403,DP01123r001,258,302,45,0.0,0,2,424
P43403,DP01123r002,484,500,17,0.0,0,2,424
Q9Y261,DP01124r001,240,258,19,0.0,0,1,633
O43806,DP01128r001,25,93,69,1.0,1,6,1013
O43806,DP01128r004,22,97,76,0.9078947368421053,1,6,1013
O43806,DP01128r005,22,97,76,0.9078947368421053,1,6,1013
O43806,DP01128r006,1,158,158,0.43670886075949367,0,6,1013
O43806,DP01128r007,22,97,76,0.9078947368421053,1,6,1013
O43806,DP01128r008,22,97,76,0.9078947368421053,1,6,1013
P49757,DP01130r001,68,78,11,0.0,0,1,395
O14558,DP01131r001,1,56,56,0.21428571428571427,0,4,1045
O14558,DP01131r003,1,56,56,0.21428571428571427,0,4,1045
O14558,DP01131r004,39,69,31,0.0,0,4,1045
O14558,DP01131r006,27,38,12,1.0,1,4,1045
Q12778,DP01132r001,242,266,25,0.0,0,2,391
Q12778,DP01132r003,246,262,17,0.0,0,2,391
Q00987,DP01133r001,216,302,87,0.0,0,5,585
P10071,DP01134r001,106,236,131,0.0,0,1,60
Q6FI81,DP01137r001,173,266,94,0.0,0,1,841
Q14457,DP01149r001,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r002,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r005,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r006,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r007,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r008,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r009,1,150,150,0.23333333333333334,0,15,644
Q14457,DP01149r012,105,130,26,1.0,1,15,644
Q14457,DP01149r014,105,130,26,1.0,1,15,644
Q14457,DP01149r015,105,130,26,1.0,1,15,644
Q14457,DP01149r017,105,130,26,1.0,1,15,644
Q14457,DP01149r019,141,156,16,0.0,0,15,644
Q14457,DP01149r032,76,105,30,0.26666666666666666,0,15,644
Q14457,DP01149r033,50,78,29,0.0,0,15,644
Q14457,DP01149r034,105,130,26,1.0,1,15,644
P07305,DP01156r001,98,194,97,0.0,0,4,1021
P07305,DP01156r003,1,22,22,0.0,0,4,1021
P07305,DP01156r005,98,194,97,0.0,0,4,1021
P07305,DP01156r007,1,22,22,0.0,0,4,1021
P04908,DP01157r001,1,27,27,0.0,0,2,1099
P04908,DP01157r004,98,130,33,0.0,0,2,1099
P06899,DP01158r001,1,38,38,0.0,0,1,1106
A6NF83,DP01159r001,1,97,97,0.0,0,3,1148
A6NF83,DP01159r003,1,97,97,0.0,0,3,1148
A6NF83,DP01159r005,1,97,97,0.0,0,3,1148
Q9UMS4,DP01161r001,169,194,26,0.0,0,1,563
O14974,DP01163r001,1,40,40,0.0,0,1,168
Q13625,DP01164r001,331,692,362,0.0,0,5,137
Q13625,DP01164r002,331,692,362,0.0,0,5,137
Q13625,DP01164r004,331,692,362,0.0,0,5,137
Q13625,DP01164r006,693,918,226,0.0,0,5,137
Q13625,DP01164r007,693,918,226,0.0,0,5,137
Q9HAN9,DP01165r001,109,146,38,0.0,0,1,884
P02730,DP01167r001,1,54,54,0.0,0,1,209
O00268,DP01170r001,408,838,431,0.0,0,3,146
O00268,DP01170r002,408,838,431,0.0,0,3,146
O00268,DP01170r003,408,838,431,0.0,0,3,146
P42768,DP01171r001,201,268,68,1.0,1,2,565
P42768,DP01171r005,201,268,68,1.0,1,2,565
O43516,DP01172r001,2,101,100,1.0,1,5,564
O43516,DP01172r004,2,65,64,1.0,1,5,564
O43516,DP01172r005,2,101,100,1.0,1,5,564
O43516,DP01172r006,407,503,97,1.0,1,5,564
O43516,DP01172r007,407,503,97,1.0,1,5,564
Q15726,DP01173r001,20,138,119,0.0,0,5,1088
Q15726,DP01173r002,20,138,119,0.0,0,5,1088
Q15726,DP01173r007,20,138,119,0.0,0,5,1088
Q15726,DP01173r008,20,138,119,0.0,0,5,1088
Q15726,DP01173r009,20,138,119,0.0,0,5,1088
O43474,DP01174r001,1,130,130,0.0,0,1,546
Q14978,DP01178r001,1,699,699,0.0,0,5,352
Q14978,DP01178r002,1,699,699,0.0,0,5,352
Q14978,DP01178r004,1,699,699,0.0,0,5,352
Q14978,DP01178r005,1,699,699,0.0,0,5,352
Q14978,DP01178r007,1,699,699,0.0,0,5,352
O96013,DP01184r001,9,68,60,0.0,0,2,455
O96013,DP01184r003,9,68,60,0.0,0,2,455
P55036,DP01192r001,246,256,11,0.0,0,3,763
P55036,DP01192r005,305,377,73,1.0,1,3,763
P55036,DP01192r011,305,377,73,1.0,1,3,763
Q9H211,DP01193r008,92,159,68,0.0,0,2,504
Q9H211,DP01193r009,356,410,55,0.0,0,2,504
O75807,DP01203r001,513,631,119,0.0,0,3,374
O75807,DP01203r003,513,631,119,0.0,0,3,374
O75807,DP01203r004,1,674,674,0.0,0,3,374
Q15797,DP01206r001,217,267,51,0.0,0,1,618
O43312,DP01224r001,739,753,15,0.0,0,1,308
Q9UMZ1,DP01228r001,1,101,101,0.0,0,6,1125
Q9UMZ1,DP01228r003,1,101,101,0.0,0,6,1125
Q9UMZ1,DP01228r005,1,101,101,0.0,0,6,1125
Q9UMZ1,DP01228r007,1,101,101,0.0,0,6,1125
Q9UMZ1,DP01228r009,1,101,101,0.0,0,6,1125
Q9UMZ1,DP01228r011,1,101,101,0.0,0,6,1125
P55735,DP01236r001,305,316,12,0.0,0,2,825
P55735,DP01236r002,1,14,14,0.0,0,2,825
P20591,DP01239r001,438,447,10,0.0,0,2,341
P20591,DP01239r002,532,572,41,0.0,0,2,341
Q9UJX2,DP01240r001,1,25,25,0.0,0,2,448
Q9UJX2,DP01240r002,558,597,40,0.0,0,2,448
P19634,DP01241r001,680,815,136,0.07352941176470588,0,6,274
P19634,DP01241r002,686,815,130,0.07692307692307693,0,6,274
P19634,DP01241r003,686,815,130,0.07692307692307693,0,6,274
P19634,DP01241r004,786,795,10,1.0,1,6,274
P19634,DP01241r007,686,815,130,0.07692307692307693,0,6,274
P19634,DP01241r008,786,795,10,1.0,1,6,274
O76074,DP01244r001,128,145,18,0.0,0,3,231
O76074,DP01244r002,395,406,12,0.0,0,3,231
O76074,DP01244r003,840,850,11,0.0,0,3,231
O95292,DP01248r001,1,125,125,0.0,0,5,926
O95292,DP01248r003,125,150,26,0.0,0,5,926
O95292,DP01248r005,1,125,125,0.0,0,5,926
O95292,DP01248r007,1,125,125,0.0,0,5,926
O95292,DP01248r008,1,125,125,0.0,0,5,926
P61073,DP01249r001,1,26,26,0.0,0,6,792
P61073,DP01249r003,1,24,24,0.0,0,6,792
P61073,DP01249r004,304,319,16,0.0,0,6,792
P61073,DP01249r005,1,27,27,0.0,0,6,792
P61073,DP01249r006,1,34,34,0.0,0,6,792
P61073,DP01249r007,313,325,13,0.0,0,6,792
P01137,DP01252r001,240,261,22,0.0,0,1,742
P05386,DP01253r001,63,114,52,0.0,0,1,1120
P12956,DP01254r001,533,609,77,0.0,0,1,432
P13010,DP01255r001,546,565,20,0.0,0,1,332
P41208,DP01259r001,1,22,22,0.0,0,1,1048
P49848,DP01262r001,1,216,216,0.0,0,2,371
P49848,DP01262r003,437,677,241,0.0,0,2,371
Q9H816,DP01268r001,314,335,22,0.0,0,1,519
Q8NG31,DP01269r001,176,200,25,0.0,0,3,24
Q8NG31,DP01269r002,217,226,10,0.0,0,3,24
Q8NG31,DP01269r003,234,252,19,0.7894736842105263,1,3,24
Q15691,DP01271r001,256,268,13,0.0,0,2,898
Q15691,DP01271r002,252,268,17,0.0,0,2,898
Q6VMQ6,DP01277r001,938,964,27,0.0,0,1,107
Q68DK7,DP01278r001,558,568,11,0.0,0,1,429
Q8N5Y2,DP01279r001,226,246,21,0.0,0,2,537
Q8N5Y2,DP01279r002,508,518,11,0.0,0,2,537
P05067,DP01280r001,672,711,40,1.0,1,4,297
P05067,DP01280r004,672,686,15,1.0,1,4,297
P05067,DP01280r005,672,711,40,1.0,1,4,297
P05067,DP01280r009,672,711,40,1.0,1,4,297
Q16576,DP01282r001,90,110,21,0.0,0,2,683
Q16576,DP01282r002,409,425,17,0.0,0,2,683
Q9Y3E7,DP01283r001,184,199,16,0.0,0,1,963
P24928,DP01284r001,1773,1970,198,0.0,0,1,32
O43313,DP01288r001,362,823,462,0.0,0,1,266
P49768,DP01292r001,1,77,77,0.0,0,2,617
P49768,DP01292r002,262,378,117,0.0,0,2,617
Q13542,DP01293r001,1,120,120,0.375,0,2,1114
Q13542,DP01293r007,18,62,45,1.0,1,2,1114
O14519,DP01303r001,1,60,60,0.0,0,1,1119
Q03518,DP01306r001,1,112,112,0.0,0,1,315
O60828,DP01308r005,82,265,184,0.125,0,12,902
O60828,DP01308r006,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r007,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r008,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r009,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r010,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r014,220,265,46,0.5,1,12,902
O60828,DP01308r016,223,243,21,0.2857142857142857,0,12,902
O60828,DP01308r018,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r019,1,265,265,0.08679245283018867,0,12,902
O60828,DP01308r020,94,265,172,0.13372093023255813,0,12,902
O60828,DP01308r021,94,265,172,0.13372093023255813,0,12,902
P50750,DP01309r001,87,98,12,0.0,0,4,70
P50750,DP01309r002,328,372,45,0.24444444444444444,0,4,70
P50750,DP01309r006,259,273,15,0.0,0,4,70
P50750,DP01309r007,88,97,10,0.0,0,4,70
Q8WUP2,DP01310r001,5,19,15,0.0,0,2,769
Q8WUP2,DP01310r003,1,85,85,0.0,0,2,769
Q6NUK1,DP01311r001,50,78,29,1.0,1,5,605
Q6NUK1,DP01311r003,99,109,11,1.0,1,5,605
Q6NUK1,DP01311r005,159,170,12,1.0,1,5,605
Q6NUK1,DP01311r007,1,21,21,0.0,0,5,605
Q6NUK1,DP01311r008,177,193,17,0.0,0,5,605
Q9UMX1,DP01312r001,279,360,82,0.0,0,1,593
O60741,DP01317r001,1,93,93,0.0,0,1,223
Q15796,DP01319r001,241,264,24,0.0,0,5,618
Q15796,DP01319r004,457,467,11,1.0,1,5,618
Q15796,DP01319r008,18,33,16,0.0,0,5,618
Q15796,DP01319r009,18,33,16,0.0,0,5,618
Q15796,DP01319r010,18,33,16,0.0,0,5,618
Q9HCJ0,DP01324r003,1587,1608,22,0.7272727272727273,1,1,35
O43236,DP01325r001,248,274,27,0.0,0,5,174
O43236,DP01325r003,248,274,27,0.0,0,5,174
Q9Y4P1,DP01326r001,190,216,27,0.0,0,4,739
Q9Y4P1,DP01326r004,191,215,25,0.0,0,4,739
Q9Y4P1,DP01326r005,187,217,31,0.0,0,4,739
Q9Y4P1,DP01326r006,378,393,16,0.0,0,4,739
Q8IV16,DP01327r001,21,54,34,0.0,0,4,1030
Q8IV16,DP01327r002,21,54,34,0.0,0,4,1030
Q8IV16,DP01327r003,21,54,34,0.0,0,4,1030
Q8IV16,DP01327r004,21,54,34,0.0,0,4,1030
Q9C0C7,DP01328r001,527,541,15,0.0,0,1,102
P28324,DP01329r001,94,136,43,0.0,0,1,672
P17931,DP01332r001,20,100,81,0.0,0,3,918
P17931,DP01332r002,1,115,115,0.0,0,3,918
P17931,DP01332r008,1,112,112,0.0,0,3,918
O00522,DP01333r001,118,128,11,0.0,0,1,327
O94907,DP01335r001,250,260,11,0.0,0,1,901
Q96B02,DP01337r001,136,145,10,0.0,0,1,1072
P52564,DP01342r001,1,43,43,0.0,0,1,691
Q13469,DP01344r001,131,294,164,0.0,0,1,194
Q9UNL4,DP01347r001,119,188,70,0.0,0,1,920
P15927,DP01361r001,1,42,42,0.0,0,2,893
P15927,DP01361r002,175,270,96,0.0,0,2,893
P62826,DP01364r001,33,44,12,0.0,0,3,974
P62826,DP01364r002,123,144,22,0.0,0,3,974
P62826,DP01364r003,170,198,29,0.0,0,3,974
Q8WXE9,DP01368r001,301,340,40,0.0,0,2,213
Q8WXE9,DP01368r003,301,331,31,0.0,0,2,213
P01130,DP01396r001,163,175,13,0.0,0,2,243
P01130,DP01396r004,354,393,40,0.0,0,2,243
P45985,DP01400r003,1,86,86,0.13953488372093023,0,1,691
Q92913,DP01404r001,213,237,25,0.0,0,3,924
Q16543,DP01420r001,1,25,25,0.0,0,3,761
Q16543,DP01420r002,112,126,15,0.0,0,3,761
Q16543,DP01420r003,344,378,35,0.0,0,3,761
Q15004,DP01425r001,1,111,111,0.0,0,4,1126
Q15004,DP01425r002,1,111,111,0.0,0,4,1126
Q15004,DP01425r006,1,111,111,0.0,0,4,1126
Q15004,DP01425r007,1,111,111,0.0,0,4,1126
P06400,DP01426r001,84,93,10,0.0,0,12,200
P06400,DP01426r002,590,635,46,0.0,0,12,200
